Steaua,-999
Beşiktaş,327
Ludogorets,-999
Zürich,322
Levski,-999
Žilina,-999
Man. United,11
Fenerbahçe,326
Malmö,320
Málaga,573
AaB,-999
BATE,-999
Anorthosis,-999
Dinamo Zagreb,-999
Slavia Praha,-999
Standard Liège,232
Debrecen,-999
Nordsjælland,1788
Man. City,10
Internazionale,44
Partizan,-999
M. Haifa,-999
H. Tel-Aviv,-999
Unirea Urziceni,-999
København,-999
Oţelul,-999
APOEL,-999
CFR Cluj,-999
Dynamo Kyiv,-999
Maribor,-999
Plzeň,-999
Atlético,240
AEK,-999
